algs,dataset,weighted,accuracy,precision,recall,fscore,cv_mean,cv_std,runtime
svm knn mlp,autism,True,0.97,0.97,0.96,0.97,0.98,0.01,1.09
svm knn mlp,autism,True,0.99,0.99,0.98,0.98,0.98,0.01,1.17
svm knn mlp,autism,True,0.98,0.98,0.97,0.97,0.98,0.01,1.18
svm knn mlp,bankruptcy,True,0.94,0.93,0.95,0.94,0.96,0.04,0.42
svm knn mlp,bankruptcy,True,0.90,0.90,0.92,0.90,0.98,0.01,0.41
svm knn mlp,bankruptcy,True,0.92,0.93,0.92,0.92,0.96,0.04,0.42
svm knn mlp,breast_cancer,True,0.94,0.92,0.94,0.93,0.96,0.02,0.92
svm knn mlp,breast_cancer,True,0.97,0.97,0.97,0.97,0.96,0.02,0.94
svm knn mlp,breast_cancer,True,0.96,0.95,0.96,0.95,0.96,0.02,1.02
svm knn mlp,horse,True,0.83,0.84,0.81,0.82,0.84,0.03,0.70
svm knn mlp,horse,True,0.92,0.92,0.91,0.91,0.84,0.04,0.47
svm knn mlp,horse,True,0.88,0.86,0.87,0.87,0.84,0.04,0.46
svm knn mlp,hr,True,0.96,0.96,0.93,0.94,0.94,0.05,3.53
svm knn mlp,hr,True,0.96,0.95,0.93,0.94,0.96,0.01,3.91
svm knn mlp,hr,True,0.97,0.97,0.94,0.95,0.96,0.02,3.65
svm knn mlp,english,True,0.48,0.52,0.49,0.48,0.58,0.12,0.33
svm knn mlp,english,True,0.45,0.51,0.49,0.45,0.59,0.12,0.32
svm knn mlp,english,True,0.71,0.71,0.70,0.70,0.57,0.12,0.33
svm knn mlp,phishing,True,0.86,0.77,0.69,0.71,0.86,0.02,2.03
svm knn mlp,phishing,True,0.83,0.78,0.67,0.69,0.87,0.02,2.04
svm knn mlp,phishing,True,0.84,0.76,0.65,0.66,0.86,0.02,1.99
svm knn mlp,wine,True,0.53,0.45,0.24,0.24,0.52,0.02,4.72
