@relation res

@attribute algs {(svm)_opt,(svm),(knn)_opt,(knn),(mnb)_opt,(mnb),(rf)_opt,(rf),(mlp)_opt,(mlp),(svm_knn_mnb)_w_opt,(svm_knn_mnb)_opt,(svm_knn_mnb)_w,(svm_knn_mnb),(svm_knn_rf)_w_opt,(svm_knn_rf)_opt,(svm_knn_rf)_w,(svm_knn_rf),(svm_knn_mlp)_w_opt,(svm_knn_mlp)_opt,(svm_knn_mlp)_w,(svm_knn_mlp),(svm_mnb_rf)_w_opt,(svm_mnb_rf)_opt,(svm_mnb_rf)_w,(svm_mnb_rf),(svm_mnb_mlp)_w_opt,(svm_mnb_mlp)_opt,(svm_mnb_mlp)_w,(svm_mnb_mlp),(svm_rf_mlp)_w_opt,(svm_rf_mlp)_opt,(svm_rf_mlp)_w,(svm_rf_mlp),(knn_mnb_rf)_w_opt,(knn_mnb_rf)_opt,(knn_mnb_rf)_w,(knn_mnb_rf),(knn_mnb_mlp)_w_opt,(knn_mnb_mlp)_opt,(knn_mnb_mlp)_w,(knn_mnb_mlp),(knn_rf_mlp)_w_opt,(knn_rf_mlp)_opt,(knn_rf_mlp)_w,(knn_rf_mlp),(mnb_rf_mlp)_w_opt,(mnb_rf_mlp)_opt,(mnb_rf_mlp)_w,(mnb_rf_mlp),(svm_knn_mnb_rf_mlp)_w_opt,(svm_knn_mnb_rf_mlp)_opt,(svm_knn_mnb_rf_mlp)_w,(svm_knn_mnb_rf_mlp)}
@attribute dataset {student,contraceptive,autism,bankruptcy,breast_cancer,horse,hr,english,phishing,wine,congress,covertype,kidney,amazon}
@attribute weighted {False,True}
@attribute optimized {True,False}
@attribute accuracy numeric
@attribute precision numeric
@attribute recall numeric
@attribute fscore numeric
@attribute cv_mean numeric
@attribute cv_std numeric
@attribute runtime numeric

@data
(svm_mnb_rf)_opt,bankruptcy,False,True,1,1,1,1,0.96,0.02,0.26
(svm_mnb_rf)_w,bankruptcy,True,False,1,1,1,1,0.95,0.02,0.08
(svm_mnb_rf),bankruptcy,False,False,1,1,1,1,0.95,0.01,0.05
(svm_mnb_mlp)_w_opt,bankruptcy,True,True,0.98,0.98,0.97,0.98,0.95,0.01,0.5
(svm_mnb_mlp)_opt,bankruptcy,False,True,0.9,0.93,0.88,0.89,0.95,0.02,0.16
(svm_mnb_mlp)_w,bankruptcy,True,False,0.94,0.94,0.94,0.94,0.96,0.02,0.55
(svm_mnb_mlp),bankruptcy,False,False,0.94,0.95,0.93,0.94,0.96,0.02,0.16
(svm_rf_mlp)_w_opt,bankruptcy,True,True,1,1,1,1,0.95,0.02,1.03
(svm_rf_mlp)_opt,bankruptcy,False,True,0.98,0.98,0.98,0.98,0.96,0.02,0.36
(svm_rf_mlp)_w,bankruptcy,True,False,0.96,0.96,0.96,0.96,0.95,0.02,0.61
(svm_rf_mlp),bankruptcy,False,False,1,1,1,1,0.96,0.02,0.16
(knn_mnb_rf)_w_opt,bankruptcy,True,True,1,1,1,1,0.95,0.02,0.55
(knn_mnb_rf)_opt,bankruptcy,False,True,1,1,1,1,0.96,0.03,0.26
(knn_mnb_rf)_w,bankruptcy,True,False,1,1,1,1,0.95,0.01,0.1
(knn_mnb_rf),bankruptcy,False,False,1,1,1,1,0.96,0.02,0.05
(knn_mnb_mlp)_w_opt,bankruptcy,True,True,0.94,0.94,0.93,0.94,0.96,0.02,0.45
(knn_mnb_mlp)_opt,bankruptcy,False,True,0.96,0.96,0.96,0.96,0.95,0.01,0.14
(knn_mnb_mlp)_w,bankruptcy,True,False,0.88,0.91,0.88,0.88,0.95,0.01,0.45
(knn_mnb_mlp),bankruptcy,False,False,0.84,0.84,0.84,0.84,0.95,0.01,0.14
(knn_rf_mlp)_w_opt,bankruptcy,True,True,1,1,1,1,0.95,0.02,0.86
(knn_rf_mlp)_opt,bankruptcy,False,True,1,1,1,1,0.95,0.01,0.37
(knn_rf_mlp)_w,bankruptcy,True,False,0.96,0.93,0.97,0.95,0.96,0.02,0.46
(knn_rf_mlp),bankruptcy,False,False,0.94,0.94,0.94,0.94,0.95,0.01,0.16
(mnb_rf_mlp)_w_opt,bankruptcy,True,True,0.94,0.93,0.94,0.93,0.95,0.02,0.87
(mnb_rf_mlp)_opt,bankruptcy,False,True,0.98,0.99,0.97,0.98,0.96,0.02,0.37
(mnb_rf_mlp)_w,bankruptcy,True,False,0.92,0.93,0.92,0.92,0.95,0.01,0.48
(mnb_rf_mlp),bankruptcy,False,False,0.82,0.87,0.82,0.81,0.96,0.02,0.16
(svm_knn_mnb_rf_mlp)_w_opt,bankruptcy,True,True,1,1,1,1,0.96,0.02,0.91
(svm_knn_mnb_rf_mlp)_opt,bankruptcy,False,True,1,1,1,1,0.96,0.02,0.4
(svm_knn_mnb_rf_mlp)_w,bankruptcy,True,False,1,1,1,1,0.96,0.02,0.47
(svm_knn_mnb_rf_mlp),bankruptcy,False,False,0.92,0.91,0.94,0.92,0.96,0.03,0.18
(svm)_opt,breast_cancer,False,True,0.96,0.95,0.96,0.96,0.95,0.02,0.02
(svm),breast_cancer,False,False,0.96,0.95,0.95,0.95,0.96,0.02,0.01
(knn)_opt,breast_cancer,False,True,0.96,0.94,0.96,0.95,0.96,0.02,0.04
(knn),breast_cancer,False,False,0.98,0.97,0.98,0.98,0.96,0.02,0.04
(mnb)_opt,breast_cancer,False,True,0.8,0.88,0.72,0.74,0.95,0.02,0.01
(mnb),breast_cancer,False,False,0.85,0.88,0.81,0.83,0.95,0.02,0.01
(rf)_opt,breast_cancer,False,True,0.99,0.99,0.98,0.98,0.95,0.03,0.55
(rf),breast_cancer,False,False,0.96,0.96,0.96,0.96,0.96,0.02,0.07
(mlp)_opt,breast_cancer,False,True,0.98,0.97,0.98,0.97,0.95,0.02,0.29
(mlp),breast_cancer,False,False,0.97,0.97,0.97,0.97,0.95,0.02,0.28
(svm_knn_mnb)_w_opt,breast_cancer,True,True,0.96,0.97,0.95,0.96,0.95,0.02,0.08
(svm_knn_mnb)_opt,breast_cancer,False,True,0.95,0.94,0.94,0.94,0.95,0.02,0.06
(svm_knn_mnb)_w,breast_cancer,True,False,0.97,0.97,0.97,0.97,0.95,0.02,0.07
(svm_knn_mnb),breast_cancer,False,False,0.99,0.99,0.97,0.98,0.96,0.02,0.05
(svm_knn_rf)_w_opt,breast_cancer,True,True,0.97,0.96,0.98,0.97,0.95,0.02,0.86
(svm_knn_rf)_opt,breast_cancer,False,True,0.97,0.96,0.97,0.97,0.95,0.02,0.6
(svm_knn_rf)_w,breast_cancer,True,False,0.96,0.95,0.95,0.95,0.96,0.02,0.16
(svm_knn_rf),breast_cancer,False,False,0.95,0.94,0.95,0.95,0.96,0.02,0.12
(svm_knn_mlp)_w_opt,breast_cancer,True,True,0.95,0.94,0.95,0.94,0.96,0.02,0.9
(svm_knn_mlp)_opt,breast_cancer,False,True,0.98,0.97,0.98,0.97,0.95,0.02,0.34
(svm_knn_mlp)_w,breast_cancer,True,False,0.97,0.96,0.98,0.97,0.95,0.02,0.95
(svm_knn_mlp),breast_cancer,False,False,0.95,0.94,0.95,0.95,0.96,0.02,0.34
(svm_mnb_rf)_w_opt,breast_cancer,True,True,0.97,0.97,0.97,0.97,0.96,0.02,0.83
(svm_mnb_rf)_opt,breast_cancer,False,True,0.94,0.94,0.94,0.94,0.96,0.02,0.57
(svm_mnb_rf)_w,breast_cancer,True,False,0.95,0.94,0.94,0.94,0.95,0.02,0.13
(svm_mnb_rf),breast_cancer,False,False,0.98,0.98,0.97,0.98,0.95,0.02,0.09
(svm_mnb_mlp)_w_opt,breast_cancer,True,True,0.96,0.96,0.95,0.96,0.95,0.02,0.93
(svm_mnb_mlp)_opt,breast_cancer,False,True,0.95,0.96,0.94,0.95,0.96,0.02,0.28
(svm_mnb_mlp)_w,breast_cancer,True,False,0.96,0.96,0.97,0.96,0.96,0.02,0.9
(svm_mnb_mlp),breast_cancer,False,False,0.97,0.96,0.98,0.97,0.95,0.02,0.3
(svm_rf_mlp)_w_opt,breast_cancer,True,True,0.96,0.96,0.95,0.96,0.95,0.03,1.65
(svm_rf_mlp)_opt,breast_cancer,False,True,0.96,0.96,0.96,0.96,0.95,0.02,0.85
(svm_rf_mlp)_w,breast_cancer,True,False,0.96,0.95,0.96,0.96,0.96,0.02,0.97
(svm_rf_mlp),breast_cancer,False,False,0.95,0.94,0.95,0.95,0.96,0.02,0.35
(knn_mnb_rf)_w_opt,breast_cancer,True,True,0.95,0.95,0.94,0.94,0.95,0.02,0.84
(knn_mnb_rf)_opt,breast_cancer,False,True,0.98,0.98,0.97,0.98,0.96,0.02,0.59
(knn_mnb_rf)_w,breast_cancer,True,False,0.95,0.95,0.94,0.95,0.95,0.02,0.16
(knn_mnb_rf),breast_cancer,False,False,0.96,0.96,0.96,0.96,0.96,0.02,0.12
(knn_mnb_mlp)_w_opt,breast_cancer,True,True,0.96,0.96,0.95,0.95,0.95,0.02,0.89
(knn_mnb_mlp)_opt,breast_cancer,False,True,0.95,0.96,0.94,0.95,0.95,0.03,0.33
(knn_mnb_mlp)_w,breast_cancer,True,False,0.96,0.96,0.95,0.96,0.96,0.02,0.9
(knn_mnb_mlp),breast_cancer,False,False,0.95,0.95,0.94,0.95,0.96,0.02,0.32
(knn_rf_mlp)_w_opt,breast_cancer,True,True,0.94,0.93,0.93,0.93,0.96,0.02,1.68
(knn_rf_mlp)_opt,breast_cancer,False,True,0.99,0.98,0.99,0.98,0.95,0.02,0.87
(knn_rf_mlp)_w,breast_cancer,True,False,0.96,0.95,0.97,0.96,0.96,0.02,0.99
(knn_rf_mlp),breast_cancer,False,False,0.95,0.95,0.94,0.94,0.95,0.02,0.4
(mnb_rf_mlp)_w_opt,breast_cancer,True,True,0.95,0.95,0.94,0.95,0.95,0.02,1.63
(mnb_rf_mlp)_opt,breast_cancer,False,True,0.98,0.98,0.98,0.98,0.95,0.02,0.84
(mnb_rf_mlp)_w,breast_cancer,True,False,0.94,0.94,0.94,0.94,0.96,0.02,0.95
(mnb_rf_mlp),breast_cancer,False,False,0.96,0.95,0.97,0.96,0.95,0.03,0.36
(svm_knn_mnb_rf_mlp)_w_opt,breast_cancer,True,True,0.93,0.94,0.92,0.92,0.96,0.02,1.77
(svm_knn_mnb_rf_mlp)_opt,breast_cancer,False,True,0.98,0.97,0.98,0.97,0.95,0.02,0.91
(svm_knn_mnb_rf_mlp)_w,breast_cancer,True,False,0.95,0.95,0.94,0.95,0.96,0.02,1.04
(svm_knn_mnb_rf_mlp),breast_cancer,False,False,0.96,0.95,0.96,0.95,0.96,0.02,0.39
(svm)_opt,horse,False,True,0.78,0.76,0.78,0.77,0.85,0.02,0.01
(svm),horse,False,False,0.85,0.84,0.83,0.84,0.85,0.01,0.01
(knn)_opt,horse,False,True,0.83,0.83,0.83,0.83,0.85,0.01,0.02
(knn),horse,False,False,0.87,0.86,0.85,0.85,0.87,0.01,0.02
(mnb)_opt,horse,False,True,0.9,0.84,0.91,0.87,0.84,0.01,0.01
(mnb),horse,False,False,0.78,0.77,0.73,0.75,0.85,0.01,0.01
(rf)_opt,horse,False,True,0.82,0.8,0.79,0.8,0.84,0.02,0.29
(rf),horse,False,False,0.8,0.84,0.79,0.79,0.85,0.01,0.04
(mlp)_opt,horse,False,True,0.83,0.85,0.82,0.82,0.86,0.01,0.15
(mlp),horse,False,False,0.85,0.88,0.83,0.84,0.85,0.01,0.13
(svm_knn_mnb)_w_opt,horse,True,True,0.93,0.92,0.92,0.92,0.85,0.02,0.05
(svm_knn_mnb)_opt,horse,False,True,0.88,0.88,0.86,0.87,0.85,0.01,0.03
(svm_knn_mnb)_w,horse,True,False,0.85,0.86,0.83,0.84,0.84,0.02,0.05
(svm_knn_mnb),horse,False,False,0.83,0.84,0.82,0.83,0.85,0.02,0.03
(svm_knn_rf)_w_opt,horse,True,True,0.82,0.81,0.81,0.81,0.84,0.02,0.64
(svm_knn_rf)_opt,horse,False,True,0.82,0.82,0.79,0.8,0.85,0.02,0.35
(svm_knn_rf)_w,horse,True,False,0.83,0.83,0.79,0.81,0.86,0.02,0.11
(svm_knn_rf),horse,False,False,0.83,0.82,0.82,0.82,0.84,0.01,0.06
(svm_knn_mlp)_w_opt,horse,True,True,0.85,0.84,0.88,0.84,0.85,0.01,0.48
(svm_knn_mlp)_opt,horse,False,True,0.9,0.9,0.89,0.9,0.86,0.01,0.21
(svm_knn_mlp)_w,horse,True,False,0.87,0.87,0.84,0.85,0.85,0.02,0.49
(svm_knn_mlp),horse,False,False,0.8,0.8,0.76,0.77,0.86,0.01,0.1
(svm_mnb_rf)_w_opt,horse,True,True,0.8,0.83,0.81,0.8,0.85,0,0.55
(svm_mnb_rf)_opt,horse,False,True,0.8,0.8,0.78,0.78,0.85,0.01,0.3
(svm_mnb_rf)_w,horse,True,False,0.83,0.9,0.76,0.79,0.85,0.01,0.09
(svm_mnb_rf),horse,False,False,0.78,0.76,0.77,0.76,0.85,0,0.05
(svm_mnb_mlp)_w_opt,horse,True,True,0.78,0.76,0.78,0.76,0.85,0,0.49
(svm_mnb_mlp)_opt,horse,False,True,0.92,0.91,0.89,0.9,0.85,0.02,0.16
(svm_mnb_mlp)_w,horse,True,False,0.87,0.86,0.87,0.86,0.85,0.01,0.41
(svm_mnb_mlp),horse,False,False,0.82,0.82,0.78,0.79,0.85,0.02,0.14
(svm_rf_mlp)_w_opt,horse,True,True,0.85,0.85,0.82,0.83,0.84,0.02,0.96
(svm_rf_mlp)_opt,horse,False,True,0.87,0.9,0.85,0.86,0.86,0.01,0.37
(svm_rf_mlp)_w,horse,True,False,0.9,0.9,0.88,0.88,0.84,0.02,0.56
(svm_rf_mlp),horse,False,False,0.85,0.83,0.82,0.83,0.85,0.02,0.13
(knn_mnb_rf)_w_opt,horse,True,True,0.85,0.86,0.82,0.83,0.86,0.02,0.56
(knn_mnb_rf)_opt,horse,False,True,0.87,0.88,0.85,0.86,0.84,0.01,0.31
(knn_mnb_rf)_w,horse,True,False,0.9,0.88,0.88,0.88,0.86,0.02,0.1
(knn_mnb_rf),horse,False,False,0.85,0.83,0.82,0.83,0.85,0.02,0.06
(knn_mnb_mlp)_w_opt,horse,True,True,0.85,0.86,0.81,0.82,0.85,0.01,0.51
(knn_mnb_mlp)_opt,horse,False,True,0.88,0.93,0.77,0.81,0.85,0.02,0.17
(knn_mnb_mlp)_w,horse,True,False,0.87,0.9,0.86,0.86,0.84,0.01,0.47
(knn_mnb_mlp),horse,False,False,0.87,0.86,0.84,0.85,0.86,0.01,0.13
(knn_rf_mlp)_w_opt,horse,True,True,0.88,0.92,0.84,0.86,0.85,0.01,0.96
(knn_rf_mlp)_opt,horse,False,True,0.88,0.88,0.86,0.87,0.85,0.01,0.49
(knn_rf_mlp)_w,horse,True,False,0.77,0.78,0.74,0.74,0.85,0.02,0.53
(knn_rf_mlp),horse,False,False,0.88,0.87,0.82,0.84,0.86,0.01,0.24
(mnb_rf_mlp)_w_opt,horse,True,True,0.88,0.93,0.82,0.85,0.85,0.01,1
(mnb_rf_mlp)_opt,horse,False,True,0.85,0.87,0.84,0.84,0.85,0.01,0.4
(mnb_rf_mlp)_w,horse,True,False,0.85,0.86,0.82,0.83,0.84,0.01,0.47
(mnb_rf_mlp),horse,False,False,0.75,0.75,0.73,0.74,0.85,0.01,0.16
(svm_knn_mnb_rf_mlp)_w_opt,horse,True,True,0.83,0.82,0.82,0.82,0.86,0.01,1.08
(svm_knn_mnb_rf_mlp)_opt,horse,False,True,0.82,0.86,0.79,0.8,0.85,0.01,0.44
(svm_knn_mnb_rf_mlp)_w,horse,True,False,0.85,0.85,0.85,0.85,0.85,0.01,0.54
(svm_knn_mnb_rf_mlp),horse,False,False,0.77,0.77,0.73,0.74,0.85,0.01,0.2
(svm)_opt,hr,False,True,0.96,0.96,0.95,0.95,0.96,0,0.09
(svm),hr,False,False,0.78,0.8,0.57,0.56,0.96,0,0.06
(knn)_opt,hr,False,True,0.95,0.93,0.93,0.93,0.96,0,0.11
(knn),hr,False,False,0.93,0.89,0.93,0.9,0.96,0,0.11
(mnb)_opt,hr,False,True,0.76,0.38,0.5,0.43,0.96,0,0.02
(mnb),hr,False,False,0.74,0.37,0.5,0.43,0.96,0,0.02
(rf)_opt,hr,False,True,0.97,0.97,0.94,0.96,0.96,0,1.52
(rf),hr,False,False,0.95,0.95,0.91,0.93,0.96,0,0.21
(mlp)_opt,hr,False,True,0.95,0.93,0.94,0.93,0.96,0,0.8
(mlp),hr,False,False,0.95,0.93,0.94,0.93,0.96,0,0.78
(svm_knn_mnb)_w_opt,hr,True,True,0.94,0.93,0.91,0.92,0.96,0,0.36
(svm_knn_mnb)_opt,hr,False,True,0.97,0.97,0.95,0.96,0.96,0,0.22
(svm_knn_mnb)_w,hr,True,False,0.8,0.9,0.6,0.6,0.96,0,0.29
(svm_knn_mnb),hr,False,False,0.78,0.85,0.57,0.55,0.96,0,0.19
(svm_knn_rf)_w_opt,hr,True,True,0.95,0.93,0.93,0.93,0.96,0,2.3
(svm_knn_rf)_opt,hr,False,True,0.95,0.92,0.95,0.94,0.96,0,1.79
(svm_knn_rf)_w,hr,True,False,0.97,0.97,0.95,0.96,0.97,0,0.54
(svm_knn_rf),hr,False,False,0.96,0.97,0.92,0.94,0.96,0,0.39
(svm_knn_mlp)_w_opt,hr,True,True,0.95,0.94,0.93,0.93,0.96,0,2.81
(svm_knn_mlp)_opt,hr,False,True,0.95,0.93,0.94,0.93,0.96,0,1
(svm_knn_mlp)_w,hr,True,False,0.96,0.94,0.94,0.94,0.96,0,2.67
(svm_knn_mlp),hr,False,False,0.95,0.95,0.93,0.94,0.96,0,0.96
(svm_mnb_rf)_w_opt,hr,True,True,0.97,0.98,0.94,0.96,0.96,0,2.1
(svm_mnb_rf)_opt,hr,False,True,0.98,0.99,0.96,0.97,0.97,0,1.67
(svm_mnb_rf)_w,hr,True,False,0.81,0.9,0.58,0.58,0.96,0,0.4
(svm_mnb_rf),hr,False,False,0.75,0.87,0.57,0.55,0.96,0,0.28
(svm_mnb_mlp)_w_opt,hr,True,True,0.94,0.92,0.92,0.92,0.96,0,2.68
(svm_mnb_mlp)_opt,hr,False,True,0.96,0.95,0.95,0.95,0.96,0,0.91
(svm_mnb_mlp)_w,hr,True,False,0.81,0.9,0.62,0.64,0.96,0,2.63
(svm_mnb_mlp),hr,False,False,0.79,0.86,0.59,0.59,0.96,0,0.84
(svm_rf_mlp)_w_opt,hr,True,True,0.96,0.95,0.94,0.95,0.96,0.01,4.43
(svm_rf_mlp)_opt,hr,False,True,0.95,0.94,0.92,0.93,0.96,0,2.34
(svm_rf_mlp)_w,hr,True,False,0.97,0.98,0.94,0.96,0.96,0,2.72
(svm_rf_mlp),hr,False,False,0.96,0.97,0.92,0.94,0.96,0,1.05
(knn_mnb_rf)_w_opt,hr,True,True,0.96,0.97,0.94,0.95,0.96,0,1.99
(knn_mnb_rf)_opt,hr,False,True,0.97,0.98,0.96,0.97,0.96,0,1.6
(knn_mnb_rf)_w,hr,True,False,0.98,0.99,0.96,0.97,0.96,0,0.39
(knn_mnb_rf),hr,False,False,0.96,0.97,0.94,0.95,0.97,0,0.32
(knn_mnb_mlp)_w_opt,hr,True,True,0.95,0.95,0.92,0.93,0.96,0,2.57
(knn_mnb_mlp)_opt,hr,False,True,0.96,0.96,0.93,0.94,0.96,0,0.95
(knn_mnb_mlp)_w,hr,True,False,0.95,0.94,0.92,0.93,0.97,0,2.53
(knn_mnb_mlp),hr,False,False,0.96,0.95,0.95,0.95,0.96,0,0.8
(knn_rf_mlp)_w_opt,hr,True,True,0.97,0.97,0.96,0.96,0.96,0,4.34
(knn_rf_mlp)_opt,hr,False,True,0.96,0.94,0.95,0.94,0.96,0,2.39
(knn_rf_mlp)_w,hr,True,False,0.95,0.94,0.92,0.93,0.96,0,2.8
(knn_rf_mlp),hr,False,False,0.95,0.93,0.92,0.92,0.96,0,1.1
(mnb_rf_mlp)_w_opt,hr,True,True,0.97,0.98,0.94,0.96,0.96,0,4.21
(mnb_rf_mlp)_opt,hr,False,True,0.96,0.97,0.92,0.95,0.96,0,2.39
(mnb_rf_mlp)_w,hr,True,False,0.97,0.97,0.95,0.96,0.96,0,2.65
(mnb_rf_mlp),hr,False,False,0.96,0.98,0.93,0.95,0.96,0,0.99
(svm_knn_mnb_rf_mlp)_w_opt,hr,True,True,0.97,0.95,0.97,0.96,0.96,0,4.58
(svm_knn_mnb_rf_mlp)_opt,hr,False,True,0.96,0.95,0.94,0.94,0.96,0,2.53
(svm_knn_mnb_rf_mlp)_w,hr,True,False,0.96,0.96,0.93,0.94,0.97,0,2.89
(svm_knn_mnb_rf_mlp),hr,False,False,0.96,0.96,0.93,0.94,0.96,0,1.17
(svm)_opt,english,False,True,0.61,0.61,0.63,0.61,0.52,0.07,0.01
(svm),english,False,False,0.52,0.54,0.52,0.52,0.52,0.06,0.01
(knn)_opt,english,False,True,0.68,0.69,0.68,0.68,0.54,0.06,0.01
(knn),english,False,False,0.35,0.33,0.32,0.32,0.53,0.06,0.01
(mnb)_opt,english,False,True,0.42,0.5,0.48,0.38,0.51,0.06,0
(mnb),english,False,False,0.52,0.63,0.56,0.52,0.53,0.08,0
(rf)_opt,english,False,True,0.74,0.74,0.73,0.73,0.54,0.06,0.18
(rf),english,False,False,0.45,0.43,0.44,0.42,0.52,0.07,0.02
(mlp)_opt,english,False,True,0.61,0.6,0.61,0.6,0.53,0.06,0.09
(mlp),english,False,False,0.42,0.41,0.44,0.41,0.52,0.04,0.09
(svm_knn_mnb)_w_opt,english,True,True,0.52,0.54,0.52,0.52,0.52,0.04,0.03
(svm_knn_mnb)_opt,english,False,True,0.48,0.5,0.5,0.45,0.51,0.07,0.02
(svm_knn_mnb)_w,english,True,False,0.52,0.53,0.52,0.52,0.55,0.06,0.03
(svm_knn_mnb),english,False,False,0.48,0.47,0.46,0.47,0.52,0.07,0.02
(svm_knn_rf)_w_opt,english,True,True,0.65,0.64,0.65,0.64,0.55,0.06,0.42
(svm_knn_rf)_opt,english,False,True,0.61,0.63,0.65,0.61,0.51,0.07,0.19
(svm_knn_rf)_w,english,True,False,0.65,0.66,0.71,0.64,0.56,0.07,0.07
(svm_knn_rf),english,False,False,0.42,0.45,0.42,0.41,0.52,0.06,0.04
(svm_knn_mlp)_w_opt,english,True,True,0.65,0.63,0.68,0.64,0.53,0.08,0.34
(svm_knn_mlp)_opt,english,False,True,0.55,0.55,0.57,0.54,0.52,0.05,0.1
(svm_knn_mlp)_w,english,True,False,0.48,0.47,0.49,0.44,0.54,0.08,0.34
(svm_knn_mlp),english,False,False,0.58,0.59,0.59,0.57,0.54,0.06,0.1
(svm_mnb_rf)_w_opt,english,True,True,0.45,0.43,0.46,0.44,0.56,0.07,0.41
(svm_mnb_rf)_opt,english,False,True,0.65,0.65,0.65,0.64,0.52,0.07,0.18
(svm_mnb_rf)_w,english,True,False,0.77,0.78,0.76,0.76,0.54,0.07,0.06
(svm_mnb_rf),english,False,False,0.55,0.57,0.59,0.54,0.52,0.06,0.03
(svm_mnb_mlp)_w_opt,english,True,True,0.58,0.58,0.58,0.57,0.55,0.06,0.33
(svm_mnb_mlp)_opt,english,False,True,0.52,0.5,0.49,0.49,0.51,0.07,0.1
(svm_mnb_mlp)_w,english,True,False,0.52,0.57,0.55,0.5,0.55,0.05,0.32
(svm_mnb_mlp),english,False,False,0.45,0.5,0.51,0.45,0.52,0.07,0.09
(svm_rf_mlp)_w_opt,english,True,True,0.61,0.66,0.69,0.61,0.55,0.08,0.71
(svm_rf_mlp)_opt,english,False,True,0.65,0.65,0.63,0.62,0.54,0.05,0.27
(svm_rf_mlp)_w,english,True,False,0.61,0.6,0.61,0.6,0.54,0.07,0.36
(svm_rf_mlp),english,False,False,0.61,0.62,0.63,0.61,0.54,0.06,0.12
(knn_mnb_rf)_w_opt,english,True,True,0.77,0.82,0.77,0.76,0.55,0.06,0.41
(knn_mnb_rf)_opt,english,False,True,0.55,0.59,0.55,0.55,0.52,0.07,0.19
(knn_mnb_rf)_w,english,True,False,0.45,0.57,0.5,0.42,0.52,0.06,0.07
(knn_mnb_rf),english,False,False,0.42,0.46,0.43,0.42,0.52,0.06,0.04
(knn_mnb_mlp)_w_opt,english,True,True,0.61,0.59,0.59,0.59,0.55,0.05,0.33
(knn_mnb_mlp)_opt,english,False,True,0.61,0.61,0.61,0.61,0.51,0.07,0.1
(knn_mnb_mlp)_w,english,True,False,0.61,0.62,0.6,0.61,0.55,0.05,0.32
(knn_mnb_mlp),english,False,False,0.61,0.67,0.64,0.61,0.52,0.07,0.1
(knn_rf_mlp)_w_opt,english,True,True,0.68,0.71,0.7,0.66,0.55,0.07,0.71
(knn_rf_mlp)_opt,english,False,True,0.52,0.49,0.51,0.49,0.52,0.07,0.27
(knn_rf_mlp)_w,english,True,False,0.55,0.62,0.56,0.55,0.55,0.08,0.37
(knn_rf_mlp),english,False,False,0.52,0.54,0.54,0.5,0.52,0.07,0.12
(mnb_rf_mlp)_w_opt,english,True,True,0.48,0.52,0.5,0.48,0.53,0.08,0.71
(mnb_rf_mlp)_opt,english,False,True,0.65,0.67,0.63,0.63,0.52,0.07,0.26
(mnb_rf_mlp)_w,english,True,False,0.52,0.51,0.59,0.51,0.54,0.04,0.36
(mnb_rf_mlp),english,False,False,0.55,0.57,0.6,0.55,0.53,0.05,0.11
(svm_knn_mnb_rf_mlp)_w_opt,english,True,True,0.45,0.49,0.45,0.45,0.54,0.04,0.72
(svm_knn_mnb_rf_mlp)_opt,english,False,True,0.65,0.65,0.63,0.63,0.53,0.06,0.28
(svm_knn_mnb_rf_mlp)_w,english,True,False,0.52,0.51,0.54,0.51,0.55,0.07,0.38
(svm_knn_mnb_rf_mlp),english,False,False,0.39,0.38,0.39,0.38,0.54,0.06,0.12
(svm)_opt,phishing,False,True,0.87,0.85,0.83,0.84,0.86,0.02,0.09
(svm),phishing,False,False,0.86,0.58,0.61,0.59,0.86,0.01,0.03
(knn)_opt,phishing,False,True,0.86,0.86,0.78,0.81,0.86,0.02,0.08
(knn),phishing,False,False,0.89,0.85,0.81,0.83,0.86,0.01,0.07
(mnb)_opt,phishing,False,True,0.73,0.51,0.51,0.49,0.86,0.02,0.01
(mnb),phishing,False,False,0.7,0.51,0.49,0.47,0.85,0.01,0.01
(rf)_opt,phishing,False,True,0.89,0.9,0.82,0.85,0.86,0.01,1.02
(rf),phishing,False,False,0.89,0.88,0.88,0.88,0.86,0.02,0.14
(mlp)_opt,phishing,False,True,0.86,0.73,0.72,0.72,0.86,0.02,0.62
(mlp),phishing,False,False,0.85,0.74,0.68,0.69,0.85,0.02,0.62
(svm_knn_mnb)_w_opt,phishing,True,True,0.87,0.87,0.82,0.84,0.86,0.01,0.28
(svm_knn_mnb)_opt,phishing,False,True,0.86,0.86,0.78,0.81,0.86,0.02,0.17
(svm_knn_mnb)_w,phishing,True,False,0.85,0.82,0.66,0.67,0.86,0.02,0.16
(svm_knn_mnb),phishing,False,False,0.83,0.55,0.6,0.58,0.86,0.02,0.11
(svm_knn_rf)_w_opt,phishing,True,True,0.9,0.86,0.82,0.84,0.86,0.01,1.59
(svm_knn_rf)_opt,phishing,False,True,0.9,0.86,0.89,0.87,0.86,0.01,1.17
(svm_knn_rf)_w,phishing,True,False,0.87,0.82,0.76,0.78,0.85,0.01,0.32
(svm_knn_rf),phishing,False,False,0.86,0.83,0.74,0.77,0.86,0.02,0.24
(svm_knn_mlp)_w_opt,phishing,True,True,0.9,0.88,0.86,0.87,0.86,0.02,2.13
(svm_knn_mlp)_opt,phishing,False,True,0.85,0.86,0.8,0.83,0.86,0.02,0.78
(svm_knn_mlp)_w,phishing,True,False,0.86,0.76,0.67,0.69,0.87,0.02,1.97
