algs,dataset,weighted,optimized,accuracy,precision,recall,fscore,cv_mean,cv_std,runtime
(svm_mnb_rf),autism,False,False,0.95,0.96,0.92,0.94,0.98,0.01,0.10
(svm_mnb_mlp)_w_opt,autism,True,True,1.00,1.00,1.00,1.00,0.98,0.01,1.05
(svm_mnb_mlp)_opt,autism,False,True,0.99,0.98,0.99,0.98,0.98,0.01,0.37
(svm_mnb_mlp)_w,autism,True,False,0.96,0.97,0.95,0.96,0.98,0.01,1.05
(svm_mnb_mlp),autism,False,False,0.96,0.96,0.95,0.95,0.98,0.01,0.36
(svm_rf_mlp)_w_opt,autism,True,True,1.00,1.00,1.00,1.00,0.98,0.01,1.84
(svm_rf_mlp)_opt,autism,False,True,1.00,1.00,1.00,1.00,0.98,0.01,0.92
(svm_rf_mlp)_w,autism,True,False,1.00,1.00,1.00,1.00,0.98,0.01,1.14
(svm_rf_mlp),autism,False,False,0.99,1.00,0.99,0.99,0.98,0.01,0.44
(knn_mnb_rf)_w_opt,autism,True,True,0.98,0.99,0.96,0.97,0.98,0.01,0.86
(knn_mnb_rf)_opt,autism,False,True,0.96,0.96,0.95,0.95,0.98,0.01,0.61
(knn_mnb_rf)_w,autism,True,False,0.96,0.95,0.95,0.95,0.98,0.01,0.17
(knn_mnb_rf),autism,False,False,0.98,0.98,0.97,0.97,0.98,0.01,0.13
(knn_mnb_mlp)_w_opt,autism,True,True,0.96,0.96,0.95,0.95,0.98,0.02,1.08
(knn_mnb_mlp)_opt,autism,False,True,0.99,1.00,0.98,0.99,0.98,0.01,0.39
(knn_mnb_mlp)_w,autism,True,False,0.95,0.94,0.93,0.94,0.98,0.01,1.07
(knn_mnb_mlp),autism,False,False,0.95,0.93,0.95,0.94,0.98,0.01,0.38
(knn_rf_mlp)_w_opt,autism,True,True,0.99,0.99,1.00,0.99,0.98,0.01,1.88
(knn_rf_mlp)_opt,autism,False,True,0.99,0.98,0.98,0.98,0.98,0.01,0.96
(knn_rf_mlp)_w,autism,True,False,0.98,0.96,0.99,0.97,0.98,0.01,1.16
(knn_rf_mlp),autism,False,False,0.99,1.00,0.99,0.99,0.98,0.01,0.45
(mnb_rf_mlp)_w_opt,autism,True,True,1.00,1.00,1.00,1.00,0.98,0.01,1.83
(mnb_rf_mlp)_opt,autism,False,True,0.99,0.97,0.99,0.98,0.98,0.01,0.91
(mnb_rf_mlp)_w,autism,True,False,0.98,0.99,0.96,0.97,0.98,0.01,1.13
(mnb_rf_mlp),autism,False,False,0.99,1.00,0.99,0.99,0.98,0.01,0.42
(svm_knn_mnb_rf_mlp)_w_opt,autism,True,True,0.99,0.98,0.99,0.98,0.98,0.01,1.89
(svm_knn_mnb_rf_mlp)_opt,autism,False,True,1.00,1.00,1.00,1.00,0.98,0.01,0.95
(svm_knn_mnb_rf_mlp)_w,autism,True,False,0.99,1.00,0.99,0.99,0.98,0.01,1.18
(svm_knn_mnb_rf_mlp),autism,False,False,0.99,0.97,0.99,0.98,0.98,0.01,0.48
(svm)_opt,bankruptcy,False,True,0.98,0.98,0.98,0.98,0.96,0.02,0.01
(svm),bankruptcy,False,False,0.94,0.93,0.95,0.94,0.95,0.02,0.01
(knn)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.03,0.02
(knn),bankruptcy,False,False,0.94,0.95,0.94,0.94,0.96,0.02,0.02
(mnb)_opt,bankruptcy,False,True,0.64,0.32,0.50,0.39,0.95,0.01,0.01
(mnb),bankruptcy,False,False,0.52,0.26,0.50,0.34,0.96,0.02,0.01
(rf)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.02,0.24
(rf),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.96,0.02,0.03
(mlp)_opt,bankruptcy,False,True,0.86,0.88,0.85,0.86,0.96,0.02,0.12
(mlp),bankruptcy,False,False,0.88,0.87,0.88,0.87,0.96,0.02,0.11
(svm_knn_mnb)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.95,0.01,0.03
(svm_knn_mnb)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.02
(svm_knn_mnb)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.96,0.02,0.04
(svm_knn_mnb),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.95,0.02,0.02
(svm_knn_rf)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.96,0.02,0.49
(svm_knn_rf)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.02,0.26
(svm_knn_rf)_w,bankruptcy,True,False,0.98,0.97,0.98,0.98,0.96,0.02,0.09
(svm_knn_rf),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.96,0.03,0.05
(svm_knn_mlp)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.95,0.01,0.41
(svm_knn_mlp)_opt,bankruptcy,False,True,0.98,0.99,0.97,0.98,0.96,0.02,0.13
(svm_knn_mlp)_w,bankruptcy,True,False,0.94,0.95,0.94,0.94,0.95,0.01,0.41
(svm_knn_mlp),bankruptcy,False,False,0.94,0.93,0.95,0.94,0.95,0.02,0.13
(svm_mnb_rf)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.95,0.01,0.47
(svm_mnb_rf)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.25
(svm_mnb_rf)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.95,0.01,0.07
(svm_mnb_rf),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.95,0.02,0.04
(svm_mnb_mlp)_w_opt,bankruptcy,True,True,0.88,0.91,0.87,0.88,0.96,0.02,0.41
(svm_mnb_mlp)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.02,0.14
(svm_mnb_mlp)_w,bankruptcy,True,False,0.86,0.87,0.85,0.85,0.96,0.02,0.44
(svm_mnb_mlp),bankruptcy,False,False,0.88,0.86,0.90,0.87,0.96,0.02,0.12
(svm_rf_mlp)_w_opt,bankruptcy,True,True,0.98,0.98,0.97,0.98,0.96,0.02,0.88
(svm_rf_mlp)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.36
(svm_rf_mlp)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.95,0.01,0.46
(svm_rf_mlp),bankruptcy,False,False,0.96,0.96,0.96,0.96,0.96,0.02,0.15
(knn_mnb_rf)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.95,0.02,0.48
(knn_mnb_rf)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.03,0.26
(knn_mnb_rf)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.95,0.02,0.08
(knn_mnb_rf),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.96,0.02,0.05
(knn_mnb_mlp)_w_opt,bankruptcy,True,True,0.90,0.91,0.86,0.88,0.95,0.02,0.41
(knn_mnb_mlp)_opt,bankruptcy,False,True,0.88,0.86,0.86,0.86,0.95,0.02,0.13
(knn_mnb_mlp)_w,bankruptcy,True,False,0.84,0.83,0.83,0.83,0.96,0.02,0.41
(knn_mnb_mlp),bankruptcy,False,False,0.92,0.92,0.92,0.92,0.96,0.03,0.13
(knn_rf_mlp)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.96,0.02,0.88
(knn_rf_mlp)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.95,0.02,0.37
(knn_rf_mlp)_w,bankruptcy,True,False,0.92,0.91,0.94,0.92,0.95,0.02,0.47
(knn_rf_mlp),bankruptcy,False,False,1.00,1.00,1.00,1.00,0.96,0.02,0.16
(mnb_rf_mlp)_w_opt,bankruptcy,True,True,0.92,0.94,0.89,0.91,0.95,0.01,0.86
(mnb_rf_mlp)_opt,bankruptcy,False,True,0.96,0.97,0.95,0.96,0.96,0.02,0.36
(mnb_rf_mlp)_w,bankruptcy,True,False,0.94,0.95,0.94,0.94,0.95,0.02,0.46
(mnb_rf_mlp),bankruptcy,False,False,0.98,0.99,0.97,0.98,0.96,0.02,0.15
(svm_knn_mnb_rf_mlp)_w_opt,bankruptcy,True,True,1.00,1.00,1.00,1.00,0.96,0.02,0.90
(svm_knn_mnb_rf_mlp)_opt,bankruptcy,False,True,1.00,1.00,1.00,1.00,0.96,0.02,0.37
(svm_knn_mnb_rf_mlp)_w,bankruptcy,True,False,1.00,1.00,1.00,1.00,0.96,0.02,0.49
(svm_knn_mnb_rf_mlp),bankruptcy,False,False,0.90,0.89,0.92,0.90,0.96,0.02,0.16
(svm)_opt,breast_cancer,False,True,0.95,0.95,0.94,0.94,0.96,0.02,0.02
(svm),breast_cancer,False,False,0.94,0.93,0.94,0.93,0.95,0.02,0.01
(knn)_opt,breast_cancer,False,True,0.99,0.98,0.98,0.98,0.96,0.02,0.04
(knn),breast_cancer,False,False,0.95,0.94,0.95,0.95,0.96,0.02,0.04
(mnb)_opt,breast_cancer,False,True,0.86,0.90,0.81,0.83,0.96,0.02,0.01
(mnb),breast_cancer,False,False,0.85,0.88,0.82,0.83,0.95,0.02,0.01
(rf)_opt,breast_cancer,False,True,0.98,0.97,0.98,0.98,0.95,0.02,0.55
(rf),breast_cancer,False,False,0.99,0.98,0.98,0.98,0.96,0.02,0.08
(mlp)_opt,breast_cancer,False,True,0.95,0.93,0.96,0.94,0.95,0.02,0.29
(mlp),breast_cancer,False,False,0.94,0.94,0.94,0.94,0.95,0.02,0.29
(svm_knn_mnb)_w_opt,breast_cancer,True,True,0.93,0.93,0.90,0.91,0.96,0.02,0.07
(svm_knn_mnb)_opt,breast_cancer,False,True,0.96,0.95,0.96,0.96,0.95,0.02,0.05
(svm_knn_mnb)_w,breast_cancer,True,False,0.97,0.96,0.97,0.97,0.96,0.02,0.07
(svm_knn_mnb),breast_cancer,False,False,0.96,0.95,0.95,0.95,0.96,0.02,0.05
(svm_knn_rf)_w_opt,breast_cancer,True,True,0.98,0.98,0.98,0.98,0.96,0.02,0.86
(svm_knn_rf)_opt,breast_cancer,False,True,0.96,0.94,0.97,0.96,0.95,0.02,0.61
(svm_knn_rf)_w,breast_cancer,True,False,0.98,0.97,0.98,0.97,0.95,0.03,0.16
(svm_knn_rf),breast_cancer,False,False,0.94,0.92,0.95,0.93,0.96,0.02,0.12
(svm_knn_mlp)_w_opt,breast_cancer,True,True,0.96,0.95,0.95,0.95,0.96,0.02,0.91
(svm_knn_mlp)_opt,breast_cancer,False,True,0.95,0.95,0.94,0.94,0.96,0.02,0.35
(svm_knn_mlp)_w,breast_cancer,True,False,0.95,0.95,0.94,0.95,0.96,0.02,0.91
(svm_knn_mlp),breast_cancer,False,False,0.96,0.95,0.95,0.95,0.96,0.02,0.33
(svm_mnb_rf)_w_opt,breast_cancer,True,True,0.96,0.95,0.96,0.95,0.96,0.02,0.83
(svm_mnb_rf)_opt,breast_cancer,False,True,0.96,0.97,0.95,0.96,0.95,0.02,0.57
(svm_mnb_rf)_w,breast_cancer,True,False,0.96,0.96,0.96,0.96,0.96,0.02,0.13
(svm_mnb_rf),breast_cancer,False,False,0.93,0.92,0.92,0.92,0.95,0.02,0.09
(svm_mnb_mlp)_w_opt,breast_cancer,True,True,0.97,0.97,0.97,0.97,0.96,0.02,0.97
(svm_mnb_mlp)_opt,breast_cancer,False,True,0.95,0.93,0.96,0.94,0.95,0.02,0.31
(svm_mnb_mlp)_w,breast_cancer,True,False,0.97,0.97,0.97,0.97,0.96,0.02,0.89
(svm_mnb_mlp),breast_cancer,False,False,0.99,0.99,0.99,0.99,0.96,0.02,0.28
(svm_rf_mlp)_w_opt,breast_cancer,True,True,0.96,0.95,0.97,0.96,0.95,0.02,1.67
(svm_rf_mlp)_opt,breast_cancer,False,True,0.94,0.94,0.93,0.94,0.95,0.02,0.85
(svm_rf_mlp)_w,breast_cancer,True,False,0.96,0.95,0.96,0.96,0.95,0.02,0.96
(svm_rf_mlp),breast_cancer,False,False,0.97,0.97,0.97,0.97,0.96,0.02,0.37
(knn_mnb_rf)_w_opt,breast_cancer,True,True,0.95,0.94,0.95,0.95,0.96,0.02,0.86
(knn_mnb_rf)_opt,breast_cancer,False,True,0.95,0.94,0.94,0.94,0.96,0.03,0.62
(knn_mnb_rf)_w,breast_cancer,True,False,0.92,0.93,0.91,0.91,0.95,0.02,0.16
(knn_mnb_rf),breast_cancer,False,False,0.96,0.96,0.96,0.96,0.95,0.02,0.12
(knn_mnb_mlp)_w_opt,breast_cancer,True,True,0.95,0.95,0.93,0.94,0.96,0.02,0.90
(knn_mnb_mlp)_opt,breast_cancer,False,True,0.98,0.98,0.98,0.98,0.95,0.02,0.32
(knn_mnb_mlp)_w,breast_cancer,True,False,0.97,0.97,0.96,0.97,0.96,0.02,0.95
(knn_mnb_mlp),breast_cancer,False,False,0.96,0.95,0.96,0.95,0.95,0.03,0.37
(knn_rf_mlp)_w_opt,breast_cancer,True,True,0.92,0.91,0.93,0.92,0.96,0.02,1.70
(knn_rf_mlp)_opt,breast_cancer,False,True,0.96,0.96,0.96,0.96,0.95,0.03,0.87
(knn_rf_mlp)_w,breast_cancer,True,False,0.96,0.97,0.95,0.96,0.95,0.02,0.98
(knn_rf_mlp),breast_cancer,False,False,0.97,0.97,0.97,0.97,0.96,0.02,0.40
(mnb_rf_mlp)_w_opt,breast_cancer,True,True,0.98,0.98,0.98,0.98,0.95,0.02,1.61
(mnb_rf_mlp)_opt,breast_cancer,False,True,0.94,0.95,0.93,0.94,0.96,0.02,0.87
(mnb_rf_mlp)_w,breast_cancer,True,False,0.96,0.96,0.94,0.95,0.95,0.03,0.99
(mnb_rf_mlp),breast_cancer,False,False,0.95,0.94,0.95,0.95,0.96,0.02,0.37
(svm_knn_mnb_rf_mlp)_w_opt,breast_cancer,True,True,0.96,0.96,0.96,0.96,0.95,0.02,1.71
(svm_knn_mnb_rf_mlp)_opt,breast_cancer,False,True,0.96,0.96,0.96,0.96,0.95,0.02,0.89
(svm_knn_mnb_rf_mlp)_w,breast_cancer,True,False,0.97,0.98,0.96,0.97,0.96,0.02,1.03
(svm_knn_mnb_rf_mlp),breast_cancer,False,False,0.97,0.97,0.97,0.97,0.96,0.02,0.40
(svm)_opt,horse,False,True,0.83,0.80,0.82,0.81,0.85,0.02,0.01
(svm),horse,False,False,0.85,0.85,0.83,0.84,0.86,0.02,0.01
(knn)_opt,horse,False,True,0.80,0.78,0.80,0.78,0.86,0.01,0.02
(knn),horse,False,False,0.82,0.79,0.80,0.80,0.85,0.01,0.02
(mnb)_opt,horse,False,True,0.80,0.83,0.78,0.78,0.86,0.01,0.01
(mnb),horse,False,False,0.82,0.81,0.76,0.78,0.86,0.01,0.01
(rf)_opt,horse,False,True,0.80,0.79,0.73,0.74,0.85,0.01,0.29
(rf),horse,False,False,0.82,0.81,0.79,0.80,0.85,0.02,0.04
(mlp)_opt,horse,False,True,0.83,0.83,0.83,0.83,0.85,0.01,0.11
(mlp),horse,False,False,0.88,0.86,0.87,0.87,0.85,0.01,0.12
(svm_knn_mnb)_w_opt,horse,True,True,0.85,0.85,0.84,0.84,0.85,0.01,0.05
(svm_knn_mnb)_opt,horse,False,True,0.85,0.88,0.81,0.82,0.86,0.01,0.04
(svm_knn_mnb)_w,horse,True,False,0.85,0.85,0.78,0.80,0.85,0.01,0.04
(svm_knn_mnb),horse,False,False,0.78,0.78,0.75,0.76,0.84,0.02,0.03
(svm_knn_rf)_w_opt,horse,True,True,0.93,0.91,0.94,0.92,0.86,0.01,0.58
(svm_knn_rf)_opt,horse,False,True,0.78,0.76,0.75,0.75,0.85,0.01,0.31
(svm_knn_rf)_w,horse,True,False,0.82,0.80,0.78,0.79,0.85,0.01,0.10
(svm_knn_rf),horse,False,False,0.87,0.87,0.87,0.87,0.86,0.01,0.07
(svm_knn_mlp)_w_opt,horse,True,True,0.87,0.82,0.87,0.84,0.85,0.02,0.49
(svm_knn_mlp)_opt,horse,False,True,0.92,0.91,0.92,0.91,0.86,0.02,0.13
(svm_knn_mlp)_w,horse,True,False,0.82,0.78,0.82,0.79,0.84,0.02,0.50
(svm_knn_mlp),horse,False,False,0.80,0.78,0.76,0.77,0.85,0.01,0.08
(svm_mnb_rf)_w_opt,horse,True,True,0.92,0.89,0.92,0.91,0.84,0.02,0.59
(svm_mnb_rf)_opt,horse,False,True,0.88,0.87,0.82,0.84,0.85,0.01,0.30
(svm_mnb_rf)_w,horse,True,False,0.85,0.86,0.81,0.83,0.85,0.02,0.09
(svm_mnb_rf),horse,False,False,0.80,0.78,0.78,0.78,0.86,0.02,0.05
(svm_mnb_mlp)_w_opt,horse,True,True,0.88,0.90,0.86,0.87,0.85,0.01,0.47
(svm_mnb_mlp)_opt,horse,False,True,0.83,0.81,0.79,0.79,0.84,0.01,0.19
(svm_mnb_mlp)_w,horse,True,False,0.85,0.81,0.82,0.81,0.85,0.01,0.43
(svm_mnb_mlp),horse,False,False,0.83,0.83,0.79,0.81,0.85,0.02,0.12
(svm_rf_mlp)_w_opt,horse,True,True,0.83,0.84,0.82,0.82,0.85,0.01,1.06
(svm_rf_mlp)_opt,horse,False,True,0.87,0.91,0.83,0.85,0.86,0.02,0.37
(svm_rf_mlp)_w,horse,True,False,0.92,0.91,0.92,0.91,0.84,0.01,0.57
(svm_rf_mlp),horse,False,False,0.87,0.89,0.82,0.84,0.86,0.01,0.16
(knn_mnb_rf)_w_opt,horse,True,True,0.87,0.85,0.85,0.85,0.86,0.01,0.56
(knn_mnb_rf)_opt,horse,False,True,0.78,0.79,0.79,0.78,0.85,0.02,0.31
(knn_mnb_rf)_w,horse,True,False,0.90,0.91,0.83,0.86,0.85,0.01,0.10
(knn_mnb_rf),horse,False,False,0.87,0.87,0.82,0.84,0.86,0.01,0.06
(knn_mnb_mlp)_w_opt,horse,True,True,0.87,0.86,0.84,0.85,0.84,0.02,0.45
(knn_mnb_mlp)_opt,horse,False,True,0.82,0.81,0.79,0.80,0.84,0.02,0.16
(knn_mnb_mlp)_w,horse,True,False,0.77,0.70,0.68,0.69,0.85,0.02,0.46
(knn_mnb_mlp),horse,False,False,0.82,0.84,0.80,0.80,0.86,0.01,0.10
(knn_rf_mlp)_w_opt,horse,True,True,0.87,0.88,0.85,0.86,0.85,0.02,1.04
(knn_rf_mlp)_opt,horse,False,True,0.88,0.90,0.87,0.88,0.85,0.01,0.47
(knn_rf_mlp)_w,horse,True,False,0.83,0.84,0.81,0.82,0.85,0.01,0.51
(knn_rf_mlp),horse,False,False,0.87,0.89,0.80,0.83,0.84,0.01,0.24
(mnb_rf_mlp)_w_opt,horse,True,True,0.77,0.80,0.73,0.74,0.84,0.02,1.04
(mnb_rf_mlp)_opt,horse,False,True,0.80,0.76,0.74,0.74,0.84,0.01,0.43
(mnb_rf_mlp)_w,horse,True,False,0.90,0.91,0.87,0.89,0.85,0.02,0.49
(mnb_rf_mlp),horse,False,False,0.83,0.85,0.82,0.82,0.85,0.02,0.14
(svm_knn_mnb_rf_mlp)_w_opt,horse,True,True,0.82,0.78,0.77,0.78,0.86,0.02,1.02
(svm_knn_mnb_rf_mlp)_opt,horse,False,True,0.83,0.85,0.81,0.82,0.86,0.01,0.40
(svm_knn_mnb_rf_mlp)_w,horse,True,False,0.87,0.87,0.83,0.85,0.86,0.01,0.59
(svm_knn_mnb_rf_mlp),horse,False,False,0.85,0.85,0.83,0.84,0.85,0.02,0.16
(svm)_opt,hr,False,True,0.94,0.92,0.92,0.92,0.96,0.00,0.09
(svm),hr,False,False,0.85,0.92,0.65,0.68,0.96,0.00,0.06
(knn)_opt,hr,False,True,0.95,0.94,0.95,0.94,0.96,0.00,0.12
(knn),hr,False,False,0.92,0.89,0.89,0.89,0.97,0.00,0.11
(mnb)_opt,hr,False,True,0.74,0.37,0.50,0.43,0.96,0.00,0.02
(mnb),hr,False,False,0.75,0.38,0.50,0.43,0.96,0.00,0.02
(rf)_opt,hr,False,True,0.98,0.98,0.96,0.97,0.96,0.00,1.48
(rf),hr,False,False,0.97,0.98,0.95,0.96,0.96,0.00,0.22
(mlp)_opt,hr,False,True,0.96,0.95,0.95,0.95,0.96,0.00,0.78
(mlp),hr,False,False,0.95,0.93,0.93,0.93,0.96,0.00,0.79
(svm_knn_mnb)_w_opt,hr,True,True,0.96,0.94,0.95,0.95,0.96,0.00,0.34
(svm_knn_mnb)_opt,hr,False,True,0.94,0.93,0.91,0.92,0.96,0.00,0.22
(svm_knn_mnb)_w,hr,True,False,0.81,0.90,0.60,0.61,0.97,0.00,0.28
(svm_knn_mnb),hr,False,False,0.84,0.90,0.64,0.67,0.96,0.00,0.18
(svm_knn_rf)_w_opt,hr,True,True,0.96,0.95,0.96,0.95,0.96,0.00,2.30
(svm_knn_rf)_opt,hr,False,True,0.97,0.97,0.96,0.96,0.96,0.00,1.72
(svm_knn_rf)_w,hr,True,False,0.96,0.96,0.92,0.94,0.96,0.00,0.54
(svm_knn_rf),hr,False,False,0.95,0.95,0.92,0.94,0.96,0.00,0.37
(svm_knn_mlp)_w_opt,hr,True,True,0.94,0.92,0.93,0.92,0.96,0.00,2.83
(svm_knn_mlp)_opt,hr,False,True,0.96,0.94,0.95,0.94,0.96,0.00,1.02
(svm_knn_mlp)_w,hr,True,False,0.94,0.92,0.93,0.92,0.96,0.00,2.69
(svm_knn_mlp),hr,False,False,0.96,0.96,0.95,0.95,0.96,0.00,0.96
(svm_mnb_rf)_w_opt,hr,True,True,0.97,0.98,0.94,0.96,0.96,0.00,2.19
(svm_mnb_rf)_opt,hr,False,True,0.97,0.97,0.95,0.96,0.96,0.00,1.61
(svm_mnb_rf)_w,hr,True,False,0.78,0.88,0.58,0.57,0.96,0.00,0.41
(svm_mnb_rf),hr,False,False,0.81,0.90,0.61,0.62,0.96,0.00,0.28
(svm_mnb_mlp)_w_opt,hr,True,True,0.94,0.91,0.91,0.91,0.97,0.00,2.57
(svm_mnb_mlp)_opt,hr,False,True,0.97,0.96,0.96,0.96,0.96,0.00,0.91
(svm_mnb_mlp)_w,hr,True,False,0.81,0.84,0.58,0.59,0.96,0.00,2.57
(svm_mnb_mlp),hr,False,False,0.82,0.91,0.59,0.60,0.96,0.00,0.87
(svm_rf_mlp)_w_opt,hr,True,True,0.96,0.96,0.94,0.95,0.96,0.00,4.54
(svm_rf_mlp)_opt,hr,False,True,0.94,0.93,0.91,0.92,0.96,0.00,2.53
(svm_rf_mlp)_w,hr,True,False,0.96,0.95,0.93,0.94,0.96,0.00,2.87
(svm_rf_mlp),hr,False,False,0.97,0.97,0.94,0.95,0.96,0.00,1.07
(knn_mnb_rf)_w_opt,hr,True,True,0.97,0.97,0.95,0.96,0.96,0.00,2.04
(knn_mnb_rf)_opt,hr,False,True,0.96,0.97,0.93,0.95,0.96,0.00,1.63
(knn_mnb_rf)_w,hr,True,False,0.96,0.97,0.94,0.95,0.96,0.00,0.39
(knn_mnb_rf),hr,False,False,0.97,0.98,0.94,0.95,0.96,0.00,0.33
(knn_mnb_mlp)_w_opt,hr,True,True,0.96,0.95,0.94,0.95,0.96,0.00,2.55
(knn_mnb_mlp)_opt,hr,False,True,0.96,0.94,0.94,0.94,0.96,0.00,0.91
(knn_mnb_mlp)_w,hr,True,False,0.94,0.91,0.91,0.91,0.96,0.00,2.59
(knn_mnb_mlp),hr,False,False,0.94,0.94,0.91,0.92,0.96,0.00,0.95
(knn_rf_mlp)_w_opt,hr,True,True,0.95,0.92,0.93,0.93,0.96,0.00,4.48
(knn_rf_mlp)_opt,hr,False,True,0.95,0.93,0.93,0.93,0.96,0.00,2.34
(knn_rf_mlp)_w,hr,True,False,0.95,0.94,0.93,0.94,0.96,0.00,2.81
(knn_rf_mlp),hr,False,False,0.95,0.94,0.92,0.93,0.96,0.00,1.10
(mnb_rf_mlp)_w_opt,hr,True,True,0.97,0.98,0.94,0.96,0.97,0.00,4.34
(mnb_rf_mlp)_opt,hr,False,True,0.97,0.97,0.95,0.96,0.96,0.00,2.34
(mnb_rf_mlp)_w,hr,True,False,0.96,0.95,0.92,0.94,0.96,0.00,2.69
(mnb_rf_mlp),hr,False,False,0.96,0.97,0.93,0.95,0.96,0.00,1.01
(svm_knn_mnb_rf_mlp)_w_opt,hr,True,True,0.96,0.95,0.95,0.95,0.97,0.00,4.64
(svm_knn_mnb_rf_mlp)_opt,hr,False,True,0.94,0.92,0.92,0.92,0.96,0.00,2.57
(svm_knn_mnb_rf_mlp)_w,hr,True,False,0.96,0.96,0.93,0.95,0.96,0.00,3.04
(svm_knn_mnb_rf_mlp),hr,False,False,0.94,0.94,0.88,0.90,0.96,0.00,1.19
(svm)_opt,english,False,True,0.58,0.64,0.56,0.56,0.51,0.08,0.01
(svm),english,False,False,0.45,0.50,0.46,0.42,0.52,0.07,0.01
(knn)_opt,english,False,True,0.61,0.66,0.68,0.61,0.52,0.05,0.01
(knn),english,False,False,0.58,0.59,0.55,0.54,0.52,0.05,0.02
(mnb)_opt,english,False,True,0.39,0.40,0.39,0.38,0.54,0.07,0.01
(mnb),english,False,False,0.42,0.38,0.47,0.39,0.52,0.07,0.01
(rf)_opt,english,False,True,0.61,0.64,0.61,0.61,0.52,0.05,0.19
(rf),english,False,False,0.58,0.58,0.60,0.57,0.52,0.05,0.03
(mlp)_opt,english,False,True,0.55,0.50,0.51,0.50,0.53,0.06,0.09
(mlp),english,False,False,0.55,0.55,0.55,0.54,0.54,0.05,0.10
(svm_knn_mnb)_w_opt,english,True,True,0.65,0.67,0.66,0.64,0.53,0.05,0.04
(svm_knn_mnb)_opt,english,False,True,0.58,0.63,0.63,0.58,0.53,0.06,0.02
(svm_knn_mnb)_w,english,True,False,0.45,0.50,0.47,0.46,0.51,0.05,0.03
(svm_knn_mnb),english,False,False,0.48,0.52,0.51,0.48,0.51,0.07,0.02
(svm_knn_rf)_w_opt,english,True,True,0.55,0.59,0.57,0.55,0.51,0.07,0.43
(svm_knn_rf)_opt,english,False,True,0.74,0.78,0.75,0.74,0.52,0.06,0.20
(svm_knn_rf)_w,english,True,False,0.55,0.57,0.59,0.54,0.54,0.05,0.07
(svm_knn_rf),english,False,False,0.39,0.40,0.43,0.39,0.53,0.06,0.04
(svm_knn_mlp)_w_opt,english,True,True,0.52,0.52,0.53,0.50,0.52,0.04,0.34
(svm_knn_mlp)_opt,english,False,True,0.55,0.58,0.52,0.51,0.52,0.06,0.11
(svm_knn_mlp)_w,english,True,False,0.65,0.64,0.63,0.63,0.54,0.04,0.33
(svm_knn_mlp),english,False,False,0.45,0.43,0.45,0.44,0.50,0.09,0.10
(svm_mnb_rf)_w_opt,english,True,True,0.61,0.63,0.62,0.62,0.54,0.06,0.42
(svm_mnb_rf)_opt,english,False,True,0.61,0.64,0.62,0.59,0.53,0.04,0.19
(svm_mnb_rf)_w,english,True,False,0.58,0.59,0.59,0.58,0.53,0.08,0.06
(svm_mnb_rf),english,False,False,0.42,0.51,0.55,0.42,0.51,0.07,0.03
(svm_mnb_mlp)_w_opt,english,True,True,0.48,0.49,0.48,0.47,0.54,0.07,0.33
(svm_mnb_mlp)_opt,english,False,True,0.55,0.53,0.55,0.53,0.52,0.07,0.10
(svm_mnb_mlp)_w,english,True,False,0.42,0.41,0.42,0.40,0.54,0.07,0.35
(svm_mnb_mlp),english,False,False,0.48,0.50,0.51,0.47,0.54,0.06,0.11
(svm_rf_mlp)_w_opt,english,True,True,0.55,0.56,0.55,0.54,0.54,0.06,0.73
(svm_rf_mlp)_opt,english,False,True,0.48,0.42,0.38,0.40,0.53,0.06,0.29
(svm_rf_mlp)_w,english,True,False,0.55,0.57,0.54,0.55,0.53,0.09,0.38
(svm_rf_mlp),english,False,False,0.35,0.46,0.36,0.35,0.52,0.07,0.12
