algs,dataset,weighted,accuracy,precision,recall,fscore,cv_mean,cv_std,runtime
mnb rf mlp,wine,False,0.58,0.40,0.28,0.29,394.17,7.07,2.01
mnb rf mlp,congress,False,0.91,0.88,0.94,0.90,24.14,0.98,0.05
mnb rf mlp,congress,False,0.98,0.97,0.98,0.98,24.01,1.21,0.05
mnb rf mlp,congress,False,0.91,0.89,0.91,0.90,24.57,0.79,0.06
svm knn mnb rf mlp,student,False,0.63,0.53,0.26,0.26,65.79,1.87,0.51
svm knn mnb rf mlp,student,False,0.58,0.34,0.24,0.23,65.55,2.24,0.50
svm knn mnb rf mlp,student,False,0.59,0.32,0.21,0.19,66.25,1.79,0.50
svm knn mnb rf mlp,contraceptive,False,0.49,0.53,0.45,0.45,111.65,1.80,0.95
svm knn mnb rf mlp,contraceptive,False,0.59,0.58,0.55,0.55,111.53,1.36,0.96
svm knn mnb rf mlp,contraceptive,False,0.52,0.49,0.48,0.47,111.30,1.24,0.80
svm knn mnb rf mlp,autism,False,0.98,0.97,0.98,0.98,85.78,0.40,0.46
svm knn mnb rf mlp,autism,False,0.97,0.97,0.97,0.97,85.50,0.32,0.47
svm knn mnb rf mlp,autism,False,0.99,1.00,0.98,0.99,85.50,0.32,0.47
svm knn mnb rf mlp,bankruptcy,False,0.94,0.92,0.94,0.93,25.41,0.42,0.16
svm knn mnb rf mlp,bankruptcy,False,0.98,0.98,0.98,0.98,25.44,0.36,0.16
svm knn mnb rf mlp,bankruptcy,False,1.00,1.00,1.00,1.00,25.47,0.33,0.16
svm knn mnb rf mlp,breast_cancer,False,0.96,0.95,0.95,0.95,76.57,0.85,0.41
svm knn mnb rf mlp,breast_cancer,False,0.94,0.95,0.91,0.93,76.69,1.03,0.39
svm knn mnb rf mlp,breast_cancer,False,0.98,0.97,0.98,0.98,76.63,0.93,0.41
svm knn mnb rf mlp,horse,False,0.85,0.88,0.81,0.82,33.08,1.05,0.22
svm knn mnb rf mlp,horse,False,0.85,0.81,0.80,0.80,33.30,0.76,0.23
svm knn mnb rf mlp,horse,False,0.82,0.81,0.79,0.80,33.19,0.79,0.21
svm knn mnb rf mlp,hr,False,0.97,0.98,0.94,0.96,334.74,3.78,1.48
svm knn mnb rf mlp,hr,False,0.97,0.98,0.95,0.96,341.02,16.45,1.54
svm knn mnb rf mlp,hr,False,0.97,0.96,0.94,0.95,333.75,2.29,1.51
svm knn mnb rf mlp,english,False,0.55,0.57,0.60,0.54,10.02,0.25,0.13
svm knn mnb rf mlp,english,False,0.55,0.52,0.53,0.51,10.03,0.23,0.13
svm knn mnb rf mlp,english,False,0.39,0.44,0.40,0.38,10.01,0.27,0.12
svm knn mnb rf mlp,phishing,False,0.84,0.77,0.67,0.69,124.49,1.89,0.87
svm knn mnb rf mlp,phishing,False,0.86,0.86,0.76,0.79,123.85,1.60,0.87
svm knn mnb rf mlp,phishing,False,0.86,0.81,0.75,0.78,124.53,1.72,0.87
svm knn mnb rf mlp,wine,False,0.54,0.34,0.25,0.25,395.13,7.61,3.03
svm knn mnb rf mlp,wine,False,0.57,0.41,0.23,0.22,394.70,7.28,2.42
svm knn mnb rf mlp,wine,False,0.58,0.36,0.24,0.24,396.74,6.33,2.95
svm knn mnb rf mlp,congress,False,0.86,0.92,0.79,0.82,24.16,1.10,0.08
svm knn mnb rf mlp,congress,False,0.91,0.92,0.90,0.90,24.36,0.95,0.07
svm knn mnb rf mlp,congress,False,0.93,0.93,0.93,0.93,23.69,0.58,0.17
svm,student,True,0.56,0.09,0.17,0.12,64.71,1.16,0.06
svm,student,True,0.55,0.09,0.17,0.12,65.40,1.61,0.06
svm,student,True,0.52,0.09,0.17,0.11,65.29,1.78,0.06
svm,contraceptive,True,0.50,0.47,0.47,0.47,110.40,1.21,0.13
svm,contraceptive,True,0.51,0.54,0.45,0.44,109.97,0.93,0.13
svm,contraceptive,True,0.45,0.48,0.42,0.41,110.37,1.41,0.13
svm,autism,True,0.97,0.97,0.95,0.96,85.59,0.36,0.03
svm,autism,True,1.00,1.00,1.00,1.00,85.68,0.25,0.03
svm,autism,True,0.99,0.98,0.98,0.98,85.78,0.50,0.03
svm,bankruptcy,True,0.96,0.95,0.97,0.96,25.47,0.33,0.02
svm,bankruptcy,True,0.94,0.95,0.94,0.94,25.47,0.33,0.01
svm,bankruptcy,True,0.98,0.98,0.98,0.98,25.41,0.50,0.01
svm,breast_cancer,True,0.97,0.97,0.97,0.97,76.63,1.02,0.03
svm,breast_cancer,True,0.98,0.98,0.97,0.98,76.63,0.93,0.02
svm,breast_cancer,True,0.97,0.97,0.97,0.97,76.51,0.90,0.02
svm,horse,True,0.82,0.78,0.81,0.79,33.07,0.68,0.02
svm,horse,True,0.80,0.78,0.79,0.78,33.19,0.81,0.02
svm,horse,True,0.75,0.74,0.74,0.74,33.18,0.74,0.02
svm,hr,True,0.85,0.89,0.66,0.69,333.75,2.24,0.18
svm,hr,True,0.84,0.90,0.65,0.69,333.97,3.06,0.17
svm,hr,True,0.86,0.93,0.66,0.70,337.83,11.42,0.17
svm,english,True,0.65,0.68,0.65,0.64,10.01,0.26,0.01
svm,english,True,0.58,0.66,0.61,0.56,10.03,0.22,0.01
svm,english,True,0.48,0.48,0.49,0.48,10.01,0.25,0.01
svm,phishing,True,0.85,0.56,0.62,0.59,123.60,1.42,0.07
svm,phishing,True,0.83,0.55,0.61,0.58,123.38,1.69,0.06
svm,phishing,True,0.84,0.56,0.62,0.58,123.67,1.56,0.06
svm,wine,True,0.51,0.17,0.21,0.18,394.63,7.27,1.46
svm,wine,True,0.51,0.15,0.19,0.16,393.40,7.98,1.43
svm,wine,True,0.50,0.15,0.18,0.16,393.36,6.97,1.43
svm,congress,True,0.77,0.81,0.68,0.70,24.27,0.62,0.03
svm,congress,True,0.84,0.91,0.75,0.78,23.94,0.99,0.03
svm,congress,True,0.61,0.79,0.57,0.50,24.11,1.26,0.03
knn,student,True,0.48,0.26,0.21,0.21,65.05,1.61,0.06
knn,student,True,0.52,0.28,0.22,0.21,65.11,1.84,0.06
knn,student,True,0.55,0.31,0.25,0.25,65.41,1.92,0.06
knn,contraceptive,True,0.52,0.51,0.50,0.50,110.10,1.22,0.11
knn,contraceptive,True,0.49,0.49,0.47,0.48,110.30,1.45,0.10
knn,contraceptive,True,0.50,0.49,0.49,0.49,110.62,1.02,0.10
knn,autism,True,0.94,0.90,0.95,0.92,85.59,0.36,0.05
knn,autism,True,0.97,0.96,0.96,0.96,85.59,0.47,0.06
knn,autism,True,0.97,0.96,0.96,0.96,85.59,0.22,0.05
knn,bankruptcy,True,0.96,0.96,0.96,0.96,25.32,0.57,0.02
knn,bankruptcy,True,0.88,0.90,0.89,0.88,25.44,0.37,0.02
knn,bankruptcy,True,0.96,0.96,0.96,0.96,25.49,0.37,0.02
knn,breast_cancer,True,0.97,0.97,0.96,0.97,76.57,0.85,0.05
knn,breast_cancer,True,0.99,0.99,0.98,0.98,76.69,1.03,0.05
knn,breast_cancer,True,0.96,0.96,0.97,0.96,76.63,1.02,0.05
knn,horse,True,0.80,0.69,0.74,0.71,33.41,0.88,0.03
knn,horse,True,0.87,0.88,0.86,0.86,33.08,0.92,0.03
knn,horse,True,0.90,0.90,0.89,0.90,33.13,0.80,0.03
knn,hr,True,0.96,0.94,0.94,0.94,334.85,4.18,0.18
knn,hr,True,0.94,0.92,0.89,0.91,334.96,4.12,0.18
knn,hr,True,0.95,0.93,0.92,0.93,333.86,2.13,0.18
knn,english,True,0.52,0.50,0.54,0.49,10.02,0.23,0.02
knn,english,True,0.52,0.53,0.55,0.52,10.01,0.24,0.02
knn,english,True,0.42,0.42,0.41,0.41,10.01,0.25,0.02
knn,phishing,True,0.86,0.80,0.75,0.77,123.65,1.57,0.09
knn,phishing,True,0.88,0.84,0.85,0.84,123.84,1.52,0.09
knn,phishing,True,0.87,0.76,0.76,0.76,123.38,1.41,0.09
knn,wine,True,0.56,0.32,0.27,0.28,392.71,5.60,0.44
knn,wine,True,0.55,0.31,0.27,0.28,392.36,7.36,0.43
knn,wine,True,0.56,0.34,0.28,0.30,391.37,4.44,0.45
knn,congress,True,0.68,0.65,0.65,0.65,24.40,0.70,0.03
knn,congress,True,0.70,0.70,0.65,0.65,23.73,1.04,0.03
knn,congress,True,0.68,0.65,0.63,0.63,23.28,0.85,0.03
mnb,student,True,0.54,0.09,0.16,0.12,64.94,2.05,0.02
mnb,student,True,0.51,0.15,0.20,0.15,64.92,1.62,0.02
mnb,student,True,0.51,0.09,0.17,0.11,64.99,1.38,0.02
mnb,contraceptive,True,0.39,0.13,0.33,0.19,110.21,1.46,0.02
mnb,contraceptive,True,0.46,0.35,0.34,0.23,110.45,1.48,0.02
mnb,contraceptive,True,0.49,0.33,0.37,0.31,110.10,1.30,0.02
mnb,autism,True,0.88,0.86,0.84,0.85,85.68,0.25,0.02
mnb,autism,True,0.88,0.86,0.82,0.84,85.78,0.24,0.01
mnb,autism,True,0.90,0.87,0.85,0.86,85.69,0.41,0.01
mnb,bankruptcy,True,0.50,0.25,0.50,0.33,25.47,0.33,0.01
mnb,bankruptcy,True,0.54,0.27,0.50,0.35,25.49,0.37,0.01
mnb,bankruptcy,True,0.58,0.30,0.48,0.37,25.41,0.49,0.01
mnb,breast_cancer,True,0.92,0.94,0.87,0.89,76.57,0.85,0.02
mnb,breast_cancer,True,0.89,0.91,0.84,0.86,76.69,1.03,0.01
mnb,breast_cancer,True,0.89,0.91,0.85,0.87,76.75,1.12,0.01
mnb,horse,True,0.83,0.87,0.78,0.80,33.35,0.72,0.01
mnb,horse,True,0.87,0.88,0.78,0.81,33.24,0.80,0.01
mnb,horse,True,0.85,0.84,0.81,0.82,33.24,0.81,0.01
mnb,hr,True,0.78,0.39,0.50,0.44,334.52,3.94,0.03
mnb,hr,True,0.79,0.39,0.50,0.44,335.85,6.36,0.03
mnb,hr,True,0.79,0.40,0.50,0.44,334.85,3.79,0.03
mnb,english,True,0.39,0.57,0.44,0.39,10.01,0.25,0.01
mnb,english,True,0.35,0.48,0.42,0.34,10.01,0.24,0.01
mnb,english,True,0.58,0.58,0.58,0.58,10.01,0.25,0.01
mnb,phishing,True,0.72,0.48,0.51,0.49,123.47,1.61,0.02
mnb,phishing,True,0.74,0.51,0.53,0.51,123.55,1.69,0.02
mnb,phishing,True,0.78,0.53,0.52,0.52,123.93,1.75,0.02
mnb,wine,True,0.46,0.07,0.14,0.09,394.79,6.47,0.06
mnb,wine,True,0.44,0.06,0.14,0.09,393.81,5.57,0.06
mnb,wine,True,0.44,0.07,0.17,0.10,393.19,7.94,0.06
mnb,congress,True,0.91,0.90,0.90,0.90,23.74,1.19,0.02
mnb,congress,True,0.91,0.89,0.93,0.90,24.52,0.81,0.02
mnb,congress,True,0.86,0.79,0.87,0.82,24.16,0.36,0.02
rf,student,True,0.95,0.87,0.93,0.89,65.43,1.61,0.11
rf,student,True,0.96,0.63,0.65,0.64,65.78,1.49,0.11
rf,student,True,0.93,0.93,0.80,0.84,65.07,1.59,0.11
rf,contraceptive,True,0.56,0.54,0.55,0.54,109.98,1.10,0.20
rf,contraceptive,True,0.51,0.48,0.48,0.48,110.49,1.86,0.20
rf,contraceptive,True,0.50,0.48,0.47,0.46,110.02,1.20,0.20
rf,autism,True,1.00,1.00,1.00,1.00,85.68,0.25,0.11
rf,autism,True,1.00,1.00,1.00,1.00,85.78,0.24,0.11
rf,autism,True,1.00,1.00,1.00,1.00,85.68,0.47,0.11
rf,bankruptcy,True,1.00,1.00,1.00,1.00,25.47,0.33,0.06
rf,bankruptcy,True,1.00,1.00,1.00,1.00,25.44,0.37,0.07
rf,bankruptcy,True,1.00,1.00,1.00,1.00,25.47,0.33,0.06
rf,breast_cancer,True,0.96,0.95,0.95,0.95,76.57,0.85,0.11
rf,breast_cancer,True,0.95,0.94,0.95,0.95,76.63,0.93,0.11
rf,breast_cancer,True,0.96,0.96,0.97,0.96,76.63,1.02,0.11
rf,horse,True,0.88,0.90,0.84,0.86,33.24,0.81,0.07
rf,horse,True,0.83,0.81,0.85,0.82,33.18,0.74,0.07
rf,horse,True,0.80,0.75,0.75,0.75,33.35,0.72,0.07
rf,hr,True,1.00,1.00,1.00,1.00,337.28,8.94,0.31
rf,hr,True,0.99,0.99,0.97,0.98,334.52,3.86,0.34
rf,hr,True,0.99,0.99,0.99,0.99,333.86,2.65,0.31
rf,english,True,0.58,0.58,0.58,0.58,10.01,0.24,0.05
rf,english,True,0.65,0.64,0.65,0.64,10.01,0.24,0.05
rf,english,True,0.61,0.61,0.64,0.61,10.00,0.27,0.06
rf,phishing,True,0.89,0.84,0.90,0.86,123.89,1.55,0.21
rf,phishing,True,0.88,0.88,0.81,0.84,123.66,1.69,0.18
rf,phishing,True,0.89,0.83,0.88,0.85,123.33,1.64,0.18
rf,wine,True,0.66,0.56,0.43,0.46,392.61,7.29,0.68
rf,wine,True,0.67,0.51,0.41,0.44,392.81,6.79,0.69
rf,wine,True,0.70,0.54,0.42,0.46,392.60,6.70,0.68
rf,congress,True,0.95,0.95,0.96,0.95,23.54,0.59,0.07
rf,congress,True,1.00,1.00,1.00,1.00,24.10,0.72,0.07
rf,congress,True,0.95,0.97,0.93,0.95,23.12,0.81,0.07
mlp,student,True,0.62,0.53,0.39,0.41,65.27,1.51,1.14
mlp,student,True,0.63,0.38,0.33,0.33,65.33,0.85,1.14
mlp,student,True,0.64,0.52,0.38,0.40,65.24,1.33,1.33
mlp,contraceptive,True,0.56,0.53,0.54,0.54,110.16,0.65,1.95
mlp,contraceptive,True,0.53,0.53,0.49,0.49,110.67,1.52,2.21
mlp,contraceptive,True,0.59,0.58,0.56,0.56,110.42,1.14,1.67
mlp,autism,True,0.97,0.96,0.96,0.96,85.50,0.03,1.05
mlp,autism,True,0.94,0.93,0.93,0.93,85.59,0.36,1.06
mlp,autism,True,0.96,0.96,0.92,0.94,85.78,0.24,1.03
mlp,bankruptcy,True,0.80,0.82,0.80,0.80,25.47,0.33,0.39
mlp,bankruptcy,True,0.86,0.88,0.84,0.85,25.47,0.33,0.39
mlp,bankruptcy,True,0.90,0.90,0.89,0.90,25.38,0.47,0.39
mlp,breast_cancer,True,0.96,0.95,0.95,0.95,76.69,1.11,0.85
mlp,breast_cancer,True,0.94,0.93,0.93,0.93,76.63,1.01,0.86
mlp,breast_cancer,True,0.96,0.96,0.96,0.96,76.57,0.85,0.99
mlp,horse,True,0.82,0.78,0.79,0.79,33.24,0.56,0.45
mlp,horse,True,0.85,0.88,0.79,0.81,33.24,0.67,0.47
mlp,horse,True,0.80,0.80,0.79,0.79,33.36,0.93,0.44
mlp,hr,True,0.96,0.96,0.93,0.95,334.52,4.08,3.09
mlp,hr,True,0.97,0.95,0.94,0.95,335.29,5.09,3.04
mlp,hr,True,0.97,0.96,0.94,0.95,335.52,6.20,3.23
mlp,english,True,0.42,0.45,0.43,0.38,10.00,0.25,0.31
mlp,english,True,0.32,0.35,0.33,0.31,10.02,0.23,0.31
mlp,english,True,0.58,0.62,0.62,0.58,10.01,0.24,0.31
mlp,phishing,True,0.86,0.77,0.71,0.73,123.89,1.69,1.87
mlp,phishing,True,0.88,0.86,0.76,0.79,123.46,2.01,1.97
mlp,phishing,True,0.85,0.79,0.72,0.74,123.62,1.75,1.94
mlp,wine,True,0.53,0.32,0.23,0.24,394.21,6.59,2.85
mlp,wine,True,0.55,0.35,0.27,0.27,394.02,4.02,3.52
mlp,wine,True,0.54,0.37,0.22,0.23,393.18,6.87,2.83
mlp,congress,True,0.57,0.28,0.50,0.36,23.56,0.80,0.04
mlp,congress,True,0.43,0.22,0.50,0.30,23.55,0.58,0.13
mlp,congress,True,0.66,0.33,0.50,0.40,24.01,1.18,0.05
svm knn mnb,student,True,0.61,0.27,0.19,0.16,64.89,1.65,0.17
svm knn mnb,student,True,0.55,0.26,0.18,0.14,65.58,0.89,0.13
svm knn mnb,student,True,0.62,0.27,0.18,0.15,65.05,1.60,0.13
svm knn mnb,contraceptive,True,0.45,0.29,0.38,0.31,110.89,1.24,0.25
svm knn mnb,contraceptive,True,0.52,0.48,0.48,0.48,110.01,1.37,0.25
svm knn mnb,contraceptive,True,0.49,0.47,0.45,0.43,110.20,1.45,0.24
svm knn mnb,autism,True,0.97,0.98,0.95,0.96,85.78,0.24,0.08
svm knn mnb,autism,True,0.97,0.97,0.95,0.96,85.68,0.25,0.08
svm knn mnb,autism,True,0.94,0.91,0.92,0.92,85.50,0.32,0.08
svm knn mnb,bankruptcy,True,1.00,1.00,1.00,1.00,25.47,0.33,0.04
svm knn mnb,bankruptcy,True,0.92,0.92,0.93,0.92,25.47,0.33,0.04
svm knn mnb,bankruptcy,True,0.96,0.95,0.97,0.96,25.47,0.33,0.06
svm knn mnb,breast_cancer,True,0.96,0.95,0.95,0.95,76.69,1.03,0.07
svm knn mnb,breast_cancer,True,0.96,0.94,0.96,0.95,76.69,1.03,0.07
svm knn mnb,breast_cancer,True,0.98,0.98,0.97,0.98,76.69,1.03,0.15
svm knn mnb,horse,True,0.88,0.88,0.85,0.86,33.30,0.83,0.04
svm knn mnb,horse,True,0.83,0.82,0.81,0.81,33.18,0.65,0.05
svm knn mnb,horse,True,0.90,0.87,0.87,0.87,33.02,0.59,0.05
svm knn mnb,hr,True,0.83,0.89,0.64,0.67,333.97,2.73,0.45
svm knn mnb,hr,True,0.88,0.94,0.71,0.76,334.85,4.10,0.49
svm knn mnb,hr,True,0.83,0.90,0.64,0.67,334.85,4.11,0.39
svm knn mnb,english,True,0.61,0.65,0.61,0.61,10.00,0.27,0.03
svm knn mnb,english,True,0.55,0.55,0.55,0.55,10.03,0.23,0.03
svm knn mnb,english,True,0.35,0.35,0.34,0.34,10.03,0.22,0.03
svm knn mnb,phishing,True,0.86,0.90,0.68,0.72,123.51,1.41,0.17
svm knn mnb,phishing,True,0.88,0.78,0.69,0.71,123.90,1.64,0.17
svm knn mnb,phishing,True,0.86,0.83,0.70,0.73,123.49,1.60,0.17
svm knn mnb,wine,True,0.50,0.40,0.23,0.22,393.03,7.62,2.07
svm knn mnb,wine,True,0.52,0.53,0.24,0.24,391.86,7.82,1.94
svm knn mnb,wine,True,0.53,0.58,0.25,0.26,393.54,8.62,2.33
svm knn mnb,congress,True,0.80,0.82,0.70,0.72,23.64,1.21,0.05
svm knn mnb,congress,True,0.80,0.87,0.75,0.76,23.76,0.88,0.05
svm knn mnb,congress,True,0.84,0.86,0.79,0.81,23.58,1.25,0.05
svm knn rf,student,True,0.70,0.71,0.35,0.40,65.53,1.66,0.23
svm knn rf,student,True,0.66,0.60,0.35,0.39,64.78,1.71,0.22
svm knn rf,student,True,0.74,0.78,0.40,0.47,64.80,1.81,0.22
svm knn rf,contraceptive,True,0.57,0.55,0.55,0.55,110.56,1.05,0.47
svm knn rf,contraceptive,True,0.56,0.56,0.54,0.55,110.47,1.17,0.43
svm knn rf,contraceptive,True,0.51,0.50,0.48,0.49,110.04,1.11,0.44
svm knn rf,autism,True,0.99,0.99,1.00,0.99,85.68,0.38,0.18
svm knn rf,autism,True,0.99,1.00,0.99,0.99,85.68,0.38,0.18
svm knn rf,autism,True,1.00,1.00,1.00,1.00,85.68,0.25,0.19
svm knn rf,bankruptcy,True,0.98,0.97,0.98,0.98,25.49,0.37,0.09
svm knn rf,bankruptcy,True,0.98,0.98,0.98,0.98,25.38,0.47,0.09
svm knn rf,bankruptcy,True,1.00,1.00,1.00,1.00,25.47,0.33,0.09
svm knn rf,breast_cancer,True,0.94,0.94,0.92,0.93,76.51,0.90,0.24
svm knn rf,breast_cancer,True,0.97,0.96,0.98,0.97,76.63,0.93,0.17
svm knn rf,breast_cancer,True,0.97,0.95,0.97,0.96,76.69,0.98,0.16
svm knn rf,horse,True,0.83,0.82,0.80,0.81,33.30,0.85,0.10
svm knn rf,horse,True,0.88,0.86,0.89,0.87,33.19,0.94,0.11
svm knn rf,horse,True,0.77,0.79,0.76,0.76,33.35,0.72,0.10
svm knn rf,hr,True,0.98,0.98,0.95,0.96,333.86,2.42,0.64
svm knn rf,hr,True,0.98,0.98,0.96,0.97,334.63,3.49,0.64
svm knn rf,hr,True,0.96,0.96,0.93,0.94,333.64,2.80,0.64
svm knn rf,english,True,0.55,0.56,0.59,0.53,9.99,0.28,0.07
svm knn rf,english,True,0.55,0.53,0.52,0.52,10.03,0.23,0.07
svm knn rf,english,True,0.45,0.47,0.58,0.46,10.01,0.25,0.07
svm knn rf,phishing,True,0.89,0.90,0.82,0.85,123.98,1.48,0.32
svm knn rf,phishing,True,0.87,0.85,0.77,0.80,123.44,1.56,0.32
svm knn rf,phishing,True,0.86,0.82,0.72,0.74,123.45,1.93,0.33
svm knn rf,wine,True,0.64,0.45,0.31,0.33,394.16,7.36,2.54
svm knn rf,wine,True,0.65,0.58,0.38,0.42,393.29,6.70,2.53
svm knn rf,wine,True,0.59,0.46,0.29,0.32,396.08,5.75,2.51
svm knn rf,congress,True,0.68,0.75,0.64,0.62,23.56,0.85,0.10
svm knn rf,congress,True,0.75,0.85,0.71,0.71,23.76,0.93,0.10
svm knn rf,congress,True,0.91,0.94,0.88,0.90,24.05,0.88,0.10
svm knn mlp,student,True,0.67,0.51,0.31,0.35,64.42,1.21,1.21
svm knn mlp,student,True,0.57,0.32,0.24,0.24,65.53,1.68,1.26
svm knn mlp,student,True,0.59,0.29,0.22,0.22,65.12,1.79,1.21
svm knn mlp,contraceptive,True,0.55,0.53,0.52,0.52,110.08,0.99,1.96
svm knn mlp,contraceptive,True,0.54,0.52,0.50,0.50,110.17,1.52,2.14
svm knn mlp,contraceptive,True,0.53,0.49,0.49,0.49,110.32,0.95,1.90
svm knn mlp,autism,True,0.98,0.97,0.98,0.98,85.78,0.24,1.07
svm knn mlp,autism,True,1.00,1.00,1.00,1.00,85.59,0.36,1.09
svm knn mlp,autism,True,1.00,1.00,1.00,1.00,85.59,0.22,1.08
svm knn mlp,bankruptcy,True,0.96,0.96,0.97,0.96,25.41,0.42,0.42
svm knn mlp,bankruptcy,True,0.94,0.95,0.94,0.94,25.49,0.36,0.42
svm knn mlp,bankruptcy,True,0.98,0.98,0.98,0.98,25.41,0.50,0.43
svm knn mlp,breast_cancer,True,0.96,0.95,0.97,0.96,76.57,0.92,0.91
svm knn mlp,breast_cancer,True,0.94,0.94,0.93,0.93,76.57,0.92,0.91
svm knn mlp,breast_cancer,True,0.96,0.96,0.96,0.96,76.57,0.85,0.91
svm knn mlp,horse,True,0.85,0.84,0.81,0.82,33.13,0.85,0.49
svm knn mlp,horse,True,0.82,0.82,0.80,0.81,33.07,0.61,0.49
svm knn mlp,horse,True,0.80,0.80,0.78,0.79,33.19,0.75,0.50
svm knn mlp,hr,True,0.97,0.97,0.94,0.95,339.15,12.70,3.38
svm knn mlp,hr,True,0.95,0.94,0.91,0.92,334.96,4.47,3.35
svm knn mlp,hr,True,0.96,0.96,0.94,0.95,340.14,14.67,3.33
svm knn mlp,english,True,0.52,0.51,0.50,0.50,10.03,0.23,0.32
svm knn mlp,english,True,0.52,0.52,0.58,0.53,10.01,0.24,0.33
svm knn mlp,english,True,0.48,0.46,0.47,0.46,10.01,0.24,0.33
svm knn mlp,phishing,True,0.87,0.77,0.68,0.71,123.75,1.90,1.98
svm knn mlp,phishing,True,0.89,0.81,0.76,0.78,123.57,1.48,2.01
svm knn mlp,phishing,True,0.89,0.84,0.68,0.70,123.34,1.55,2.00
svm knn mlp,wine,True,0.54,0.38,0.26,0.27,393.61,3.93,5.14
svm knn mlp,wine,True,0.57,0.63,0.29,0.31,391.30,5.49,5.56
svm knn mlp,wine,True,0.54,0.39,0.23,0.23,393.05,6.76,5.75
svm knn mlp,congress,True,0.64,0.56,0.57,0.56,24.02,0.62,0.07
svm knn mlp,congress,True,0.70,0.67,0.63,0.64,23.54,0.91,0.09
svm knn mlp,congress,True,0.61,0.59,0.59,0.59,24.50,0.74,0.07
svm mnb rf,student,True,0.62,0.43,0.24,0.25,65.38,1.42,0.17
svm mnb rf,student,True,0.58,0.35,0.26,0.25,65.05,1.71,0.17
svm mnb rf,student,True,0.58,0.31,0.22,0.19,64.88,1.20,0.17
svm mnb rf,contraceptive,True,0.51,0.49,0.47,0.46,110.17,1.34,0.33
svm mnb rf,contraceptive,True,0.46,0.47,0.42,0.39,110.48,1.74,0.34
svm mnb rf,contraceptive,True,0.48,0.45,0.43,0.40,110.13,1.22,0.33
svm mnb rf,autism,True,0.99,0.99,0.98,0.98,85.68,0.25,0.13
svm mnb rf,autism,True,0.98,0.98,0.97,0.97,85.59,0.18,0.13
svm mnb rf,autism,True,0.99,0.99,0.99,0.99,85.59,0.36,0.13
svm mnb rf,bankruptcy,True,0.94,0.93,0.95,0.94,25.47,0.33,0.07
svm mnb rf,bankruptcy,True,0.98,0.97,0.98,0.98,25.41,0.42,0.07
svm mnb rf,bankruptcy,True,1.00,1.00,1.00,1.00,25.47,0.33,0.08
svm mnb rf,breast_cancer,True,0.94,0.95,0.93,0.94,76.69,1.03,0.13
svm mnb rf,breast_cancer,True,0.96,0.95,0.96,0.95,76.69,1.12,0.13
svm mnb rf,breast_cancer,True,0.96,0.95,0.97,0.96,76.57,1.01,0.13
svm mnb rf,horse,True,0.88,0.87,0.88,0.87,33.24,0.90,0.09
svm mnb rf,horse,True,0.88,0.88,0.85,0.86,33.24,0.89,0.09
svm mnb rf,horse,True,0.83,0.84,0.81,0.82,32.97,0.87,0.09
svm mnb rf,hr,True,0.80,0.89,0.62,0.63,334.74,3.80,0.48
svm mnb rf,hr,True,0.82,0.91,0.60,0.61,333.86,2.62,0.48
svm mnb rf,hr,True,0.86,0.92,0.68,0.72,333.31,1.93,0.48
svm mnb rf,english,True,0.39,0.39,0.42,0.37,10.03,0.22,0.06
svm mnb rf,english,True,0.39,0.53,0.47,0.39,10.01,0.23,0.06
svm mnb rf,english,True,0.58,0.56,0.56,0.55,10.02,0.26,0.06
svm mnb rf,phishing,True,0.86,0.80,0.67,0.69,123.70,1.66,0.24
svm mnb rf,phishing,True,0.86,0.85,0.69,0.72,123.42,1.64,0.25
svm mnb rf,phishing,True,0.87,0.92,0.73,0.78,123.58,1.56,0.24
svm mnb rf,wine,True,0.54,0.56,0.22,0.22,390.97,5.68,2.10
svm mnb rf,wine,True,0.56,0.64,0.28,0.29,393.80,6.89,2.11
svm mnb rf,wine,True,0.56,0.52,0.22,0.22,393.12,6.12,2.12
svm mnb rf,congress,True,0.93,0.93,0.93,0.93,23.84,1.04,0.09
svm mnb rf,congress,True,0.93,0.93,0.93,0.93,23.89,0.68,0.08
svm mnb rf,congress,True,0.98,0.97,0.98,0.97,24.05,0.60,0.09
svm mnb mlp,student,True,0.55,0.34,0.20,0.18,65.26,1.66,1.16
svm mnb mlp,student,True,0.56,0.21,0.22,0.17,65.37,2.33,1.16
svm mnb mlp,student,True,0.55,0.26,0.18,0.14,64.61,2.11,1.17
svm mnb mlp,contraceptive,True,0.52,0.50,0.47,0.46,110.01,1.17,1.79
svm mnb mlp,contraceptive,True,0.46,0.46,0.44,0.42,110.83,1.39,1.76
svm mnb mlp,contraceptive,True,0.54,0.53,0.51,0.51,110.06,1.05,2.00
svm mnb mlp,autism,True,0.97,0.98,0.95,0.97,85.78,0.24,1.08
svm mnb mlp,autism,True,0.97,0.97,0.95,0.96,85.69,0.50,1.04
svm mnb mlp,autism,True,0.94,0.93,0.93,0.93,85.78,0.40,1.05
svm mnb mlp,bankruptcy,True,0.92,0.92,0.90,0.91,25.38,0.47,0.41
svm mnb mlp,bankruptcy,True,0.96,0.96,0.96,0.96,25.47,0.33,0.40
svm mnb mlp,bankruptcy,True,0.96,0.96,0.96,0.96,25.38,0.47,0.40
svm mnb mlp,breast_cancer,True,0.94,0.93,0.93,0.93,76.69,1.12,0.88
